Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2017-08-12;160.0;0.0;;931.9;0.8;110.0;13.1;10.0;17.8;80.6
St. Gallen;2017-08-13;291.0;0.0;;932.0;0.0;654.0;16.6;12.3;20.4;72.1
St. Gallen;2017-08-18;260.0;0.0;;928.8;26.1;593.0;20.5;14.4;26.6;76.1
St. Gallen;2017-08-23;236.0;0.0;;929.0;0.0;526.0;19.5;14.4;24.5;70.7
St. Gallen;2017-08-26;252.0;0.0;;929.9;0.0;649.0;22.8;19.1;26.7;54.3
St. Gallen;2017-08-29;265.0;0.0;;927.9;0.0;733.0;20.8;16.9;25.2;67.6
St. Gallen;2017-08-31;27.0;0.0;;928.8;69.5;0.0;14.8;11.0;18.8;94.7
St. Gallen;2017-09-04;215.0;0.0;;928.7;2.2;452.0;12.2;6.9;16.5;78.6
St. Gallen;2017-09-05;213.0;0.0;;931.8;0.3;454.0;17.4;11.8;21.5;70.9
St. Gallen;2017-09-12;107.0;0.0;;923.9;3.7;159.0;10.1;8.8;11.6;77.8
St. Gallen;2017-09-14;67.0;0.0;;923.9;9.1;212.0;11.5;7.6;17.5;67.7
St. Gallen;2017-09-22;201.0;0.0;;931.5;0.0;631.0;12.5;8.6;16.7;74.1
St. Gallen;2017-09-30;142.0;0.0;;929.1;21.5;281.0;14.7;9.0;20.0;73.1
St. Gallen;2017-10-09;73.0;0.0;;930.8;0.6;5.0;9.1;6.4;11.3;88.8
St. Gallen;2017-10-11;164.0;0.0;;931.8;0.0;578.0;12.4;7.0;16.6;65.7
St. Gallen;2017-10-19;138.0;0.0;;925.3;0.0;469.0;13.6;8.1;17.1;56.6
St. Gallen;2017-10-28;87.0;0.0;;934.4;0.0;149.0;6.6;2.3;9.0;73.2
St. Gallen;2017-10-29;18.0;0.0;;927.0;5.8;0.0;7.1;4.5;8.6;81.0
St. Gallen;2017-11-01;102.0;0.0;;932.9;0.0;362.0;6.6;2.3;10.8;72.2
St. Gallen;2017-11-03;104.0;0.0;;926.4;0.0;432.0;9.8;6.4;12.1;74.9
St. Gallen;2017-11-15;56.0;3.0;;932.8;0.0;121.0;-1.5;-2.9;0.1;94.1
St. Gallen;2017-11-17;30.0;2.0;;933.1;0.1;0.0;0.0;-2.5;1.4;97.6
St. Gallen;2017-11-25;12.0;0.0;;923.2;16.8;0.0;4.6;-0.4;9.6;82.9
St. Gallen;2017-11-26;39.0;5.0;;933.4;0.4;23.0;-0.9;-2.0;0.0;80.8
St. Gallen;2017-11-27;60.0;4.0;;932.8;0.0;179.0;1.1;-1.1;2.9;63.9
St. Gallen;2017-12-01;73.0;5.0;;920.4;0.0;251.0;-2.4;-3.8;-1.0;80.4
St. Gallen;2017-12-07;73.0;4.0;;932.0;2.9;364.0;1.5;-4.7;6.2;67.3
St. Gallen;2017-12-13;59.0;0.0;;921.6;0.4;237.0;1.2;-3.0;6.3;56.4
St. Gallen;2017-12-14;13.0;0.0;;912.2;63.6;0.0;2.4;-0.4;7.6;82.3
St. Gallen;2017-12-26;35.0;3.0;;919.1;0.0;94.0;3.4;1.0;6.4;60.1
St. Gallen;2017-12-27;23.0;2.0;;901.9;9.4;9.0;1.4;-0.5;3.4;78.9
St. Gallen;2017-12-29;60.0;8.0;;919.7;3.4;239.0;-1.7;-5.4;3.1;66.7
St. Gallen;2018-01-01;55.0;0.0;;919.9;0.9;227.0;4.6;2.8;9.0;68.5
St. Gallen;2018-01-05;38.0;0.0;;915.5;2.6;129.0;8.4;5.3;10.5;78.2
St. Gallen;2018-01-06;22.0;0.0;;917.6;0.0;0.0;4.5;3.4;5.4;94.9
St. Gallen;2018-01-12;9.0;0.0;;931.0;0.0;0.0;0.7;-0.1;1.4;97.1
St. Gallen;2018-01-13;15.0;0.0;;930.1;0.0;0.0;-0.5;-2.5;0.6;89.4
St. Gallen;2018-01-18;30.0;2.0;;919.4;16.0;5.0;3.8;-0.6;7.3;78.4
St. Gallen;2018-01-20;42.0;1.0;;917.1;18.0;15.0;2.0;-0.4;4.7;74.3
St. Gallen;2018-01-25;53.0;0.0;;927.3;0.0;20.0;7.5;5.6;9.2;53.0
St. Gallen;2018-01-26;69.0;0.0;;926.6;0.0;187.0;6.0;3.6;8.8;71.5
St. Gallen;2018-01-27;24.0;0.0;;938.3;0.0;17.0;3.9;2.2;4.9;90.3
St. Gallen;2018-01-31;83.0;0.0;;924.9;5.6;218.0;6.3;3.5;9.0;62.2
St. Gallen;2018-02-02;85.0;4.0;;917.4;0.0;267.0;-0.6;-2.5;1.2;75.8
St. Gallen;2018-02-05;55.0;3.0;;925.8;0.0;129.0;-2.9;-5.0;-0.9;87.6
St. Gallen;2018-02-09;51.0;3.0;;923.6;0.0;2.0;-1.7;-3.2;-0.2;82.5
St. Gallen;2018-02-16;33.0;2.0;;932.5;4.6;0.0;3.2;1.6;8.2;95.8
St. Gallen;2018-02-24;39.0;4.0;;921.9;0.0;0.0;-3.7;-5.2;-2.3;81.0
St. Gallen;2018-02-25;49.0;4.0;;925.0;0.0;0.0;-8.3;-10.9;-5.3;69.8
St. Gallen;2018-03-01;68.0;4.0;;910.3;0.1;;-8.2;-10.5;-6.2;85.7
St. Gallen;2018-03-06;79.0;0.0;;903.2;1.5;;3.8;-0.1;7.2;83.0
St. Gallen;2018-03-07;68.0;0.0;;910.5;3.1;;3.1;0.9;4.9;79.9
St. Gallen;2018-03-11;52.0;0.0;;909.6;1.5;;10.7;6.4;15.8;57.2
St. Gallen;2018-03-15;91.0;0.0;;908.9;0.0;;5.6;-0.8;13.8;67.8
St. Gallen;2018-03-20;112.0;7.0;;923.0;4.4;;-4.3;-5.9;-2.6;81.6
St. Gallen;2018-03-21;128.0;10.0;;931.8;0.8;;-3.2;-5.1;-0.2;77.9
St. Gallen;2018-03-30;181.0;0.0;;912.6;28.5;302.0;6.2;1.3;14.1;70.9
St. Gallen;2018-04-12;;0.0;;911.7;0.0;;13.1;11.3;15.0;37.4
St. Gallen;2018-04-19;266.0;0.0;;937.1;0.0;707.0;15.8;8.7;21.2;45.7
St. Gallen;2018-04-21;292.0;0.0;;930.8;0.0;779.0;18.2;13.9;22.8;43.3
St. Gallen;2018-05-07;287.0;0.0;;926.3;0.0;676.0;14.5;8.4;21.1;61.3
St. Gallen;2018-05-08;321.0;0.0;;920.8;0.0;807.0;15.8;10.2;21.3;56.2
St. Gallen;2018-05-09;323.0;0.0;;918.5;0.6;751.0;14.5;8.3;19.9;58.4
St. Gallen;2018-05-12;318.0;0.0;;924.5;0.0;675.0;17.3;10.2;22.6;58.5
St. Gallen;2018-05-16;50.0;0.0;;925.5;6.9;2.0;9.2;8.2;10.8;87.4
St. Gallen;2018-05-28;329.0;0.0;;927.5;0.0;757.0;21.0;15.1;25.9;49.3
St. Gallen;2018-06-05;340.0;0.0;;922.3;0.0;750.0;18.6;12.8;23.8;72.4
St. Gallen;2018-06-08;180.0;0.0;;924.4;3.5;236.0;16.7;14.2;21.5;85.7
St. Gallen;2018-06-10;293.0;0.0;;924.8;0.0;660.0;20.3;14.9;25.6;71.4
St. Gallen;2018-06-15;343.0;0.0;;927.6;0.0;743.0;15.3;10.4;19.7;65.9
St. Gallen;2018-06-24;293.0;0.0;;931.1;0.0;643.0;13.9;8.8;18.8;69.1
St. Gallen;2018-07-01;351.0;0.0;;925.6;0.0;864.0;18.3;13.5;23.7;68.5
St. Gallen;2018-07-06;118.0;0.0;;931.1;30.4;77.0;15.4;13.3;18.9;85.8
St. Gallen;2018-07-07;345.0;0.0;;933.6;0.0;778.0;17.6;13.2;22.0;69.2
St. Gallen;2018-07-11;215.0;0.0;;927.8;0.0;311.0;14.4;11.8;17.8;66.2
St. Gallen;2018-07-13;349.0;0.0;;930.7;0.0;860.0;19.1;13.2;24.1;56.7
St. Gallen;2018-07-16;340.0;0.0;;925.8;0.0;755.0;18.8;13.4;23.6;67.5
St. Gallen;2018-07-22;108.0;0.0;;927.2;0.9;13.0;16.5;14.1;19.0;82.8
St. Gallen;2018-07-31;327.0;0.0;;929.6;0.0;839.0;25.2;20.5;30.2;44.2
St. Gallen;2018-08-02;299.0;0.0;;933.2;0.0;704.0;21.3;16.6;26.2;74.8
St. Gallen;2018-08-09;210.0;0.0;;927.9;7.2;384.0;20.5;15.8;29.1;68.4
St. Gallen;2018-08-17;189.0;0.0;;928.7;0.0;427.0;19.7;15.8;25.7;64.1
St. Gallen;2018-08-21;268.0;0.0;;930.7;0.0;722.0;20.9;15.4;26.4;67.4
St. Gallen;2018-09-03;109.0;0.0;;927.6;0.0;88.0;13.2;11.0;16.5;87.8
St. Gallen;2018-09-04;246.0;0.0;;927.9;0.0;703.0;14.7;10.9;19.0;79.0
St. Gallen;2018-09-07;135.0;0.0;;927.7;0.1;204.0;15.4;13.1;18.8;82.2
St. Gallen;2018-09-08;230.0;0.0;;931.8;0.0;641.0;15.1;11.4;18.9;78.0
St. Gallen;2018-09-23;146.0;0.0;;928.5;29.8;315.0;17.8;10.1;23.6;71.4
St. Gallen;2018-09-27;205.0;0.0;;938.4;0.0;667.0;13.9;8.3;18.8;71.4
St. Gallen;2018-10-04;150.0;0.0;;935.3;0.0;403.0;10.5;6.7;15.3;87.1
St. Gallen;2018-10-12;162.0;0.0;;934.1;0.0;579.0;16.2;11.9;20.3;64.1
St. Gallen;2018-10-16;139.0;0.0;;929.3;0.0;524.0;14.3;11.4;17.9;53.7
St. Gallen;2018-10-18;106.0;0.0;;929.1;0.0;344.0;11.3;8.6;15.3;81.3
St. Gallen;2018-10-27;8.0;0.0;;917.3;27.6;0.0;3.9;1.3;6.8;94.3
St. Gallen;2018-11-01;98.0;0.0;;923.5;0.0;341.0;10.3;6.1;15.4;61.8
St. Gallen;2018-11-04;19.0;0.0;;925.2;0.0;0.0;7.0;6.1;16.1;95.2
St. Gallen;2018-11-16;18.0;0.0;;934.1;0.0;0.0;2.0;0.8;2.9;96.6
St. Gallen;2018-11-17;59.0;0.0;;932.0;0.0;190.0;0.8;-0.7;3.4;86.6
St. Gallen;2018-11-24;37.0;0.0;;923.2;0.0;101.0;4.4;0.5;7.2;83.8
St. Gallen;2018-12-12;71.0;0.0;;928.6;0.0;358.0;-2.6;-4.5;-0.8;76.2
St. Gallen;2018-12-17;30.0;1.0;;931.6;0.5;0.0;1.3;-2.6;3.5;87.7
St. Gallen;2018-12-23;10.0;0.0;;932.8;19.9;0.0;7.5;6.1;9.3;84.6
St. Gallen;2018-12-26;52.0;0.0;;939.1;0.0;131.0;-3.1;-5.2;-0.3;99.0
St. Gallen;2018-12-27;43.0;0.0;;935.1;0.0;39.0;-1.8;-4.3;3.5;90.7
St. Gallen;2019-01-02;17.0;0.0;;939.4;1.9;0.0;-1.0;-3.5;1.9;83.5
St. Gallen;2019-01-09;21.0;35.0;;923.2;9.1;0.0;-1.6;-3.6;0.3;90.5
St. Gallen;2019-01-14;25.0;41.0;;922.7;1.4;0.0;1.3;-0.2;3.2;91.3
St. Gallen;2019-01-17;21.0;30.0;;920.4;5.0;1.0;3.1;-0.2;6.7;69.3
St. Gallen;2019-01-24;21.0;22.0;;916.1;1.2;0.0;-5.0;-6.6;-3.6;87.4
St. Gallen;2019-02-03;21.0;50.0;;923.4;18.3;0.0;-1.5;-3.0;0.0;97.4
St. Gallen;2019-02-18;149.0;25.0;;930.5;0.0;536.0;6.5;4.0;9.8;43.2
St. Gallen;2019-02-22;29.0;12.0;;941.7;0.0;0.0;5.4;3.1;7.0;79.0
St. Gallen;2019-02-25;164.0;10.0;;942.7;0.0;565.0;3.9;-1.6;9.9;64.7
St. Gallen;2019-02-26;163.0;10.0;;941.2;0.0;513.0;6.5;1.5;11.3;58.4
St. Gallen;2019-02-28;165.0;8.0;;930.8;0.0;556.0;10.6;6.3;14.4;44.8
St. Gallen;2019-03-02;53.0;0.0;;928.6;0.0;0.0;5.3;3.5;7.0;76.3
St. Gallen;2019-03-05;90.0;0.0;;922.7;0.0;113.0;5.4;0.9;8.1;57.3
St. Gallen;2019-03-21;233.0;0.0;;938.7;0.0;678.0;3.9;-1.9;10.4;62.4
St. Gallen;2019-03-24;229.0;0.0;;932.5;0.0;683.0;10.0;5.2;16.4;52.8
St. Gallen;2019-03-30;251.0;0.0;;932.9;0.0;708.0;9.8;4.6;14.3;43.9
St. Gallen;2019-04-02;201.0;0.0;;921.0;0.0;478.0;11.9;6.8;16.5;44.3
St. Gallen;2019-04-08;123.0;0.0;;920.6;1.3;74.0;7.3;5.1;9.6;78.6
St. Gallen;2019-04-13;94.0;0.0;;926.0;3.8;3.0;2.9;0.7;5.7;82.8
St. Gallen;2019-04-15;261.0;2.0;;928.3;0.0;588.0;5.8;-0.4;12.4;77.1
St. Gallen;2019-04-20;299.0;0.0;;934.8;0.0;782.0;14.0;8.7;19.4;46.9
St. Gallen;2019-04-21;259.0;0.0;;927.8;0.0;609.0;15.2;9.6;19.6;38.2
St. Gallen;2019-04-22;238.0;0.0;;917.2;0.0;472.0;16.3;8.9;20.6;34.5
St. Gallen;2019-04-26;48.0;0.0;;926.0;19.1;5.0;5.5;3.0;7.9;84.9
St. Gallen;2019-04-28;136.0;0.0;;929.5;5.7;93.0;3.3;0.4;7.3;83.9
St. Gallen;2019-05-02;225.0;0.0;;922.0;14.5;494.0;10.6;6.3;16.7;67.7
St. Gallen;2019-05-04;94.0;0.0;;918.6;32.6;53.0;3.7;-0.7;10.8;89.0
St. Gallen;2019-05-07;306.0;3.0;;926.4;0.0;716.0;6.2;-0.1;11.0;57.4
St. Gallen;2019-05-14;312.0;0.0;;934.7;0.2;671.0;5.6;1.6;10.6;64.0
St. Gallen;2019-05-15;203.0;0.0;;929.5;0.0;198.0;5.1;1.6;9.3;73.2
St. Gallen;2019-05-16;186.0;0.0;;922.9;0.0;257.0;5.8;1.6;11.1;79.6
St. Gallen;2019-05-27;101.0;0.0;;921.9;5.8;55.0;13.8;11.5;15.9;74.2
St. Gallen;2019-06-15;200.0;0.0;;927.3;2.1;193.0;17.9;11.7;23.5;67.0
St. Gallen;2019-06-17;350.0;0.0;;929.6;0.0;740.0;16.9;10.8;22.5;77.0
St. Gallen;2019-06-21;192.0;0.0;;929.0;6.4;161.0;16.5;13.6;19.8;80.1
St. Gallen;2019-06-28;358.0;0.0;;933.2;0.0;817.0;22.0;17.6;26.6;54.3
St. Gallen;2019-07-09;190.0;0.0;;928.4;0.0;244.0;14.3;10.8;18.6;72.1
St. Gallen;2019-07-10;360.0;0.0;;929.3;0.0;869.0;13.8;7.8;18.8;61.3
St. Gallen;2019-07-16;347.0;0.0;;928.3;0.0;833.0;16.9;11.3;21.8;71.1
St. Gallen;2019-07-20;304.0;0.0;;928.4;3.1;757.0;22.9;17.1;28.0;55.0
St. Gallen;2019-07-21;233.0;0.0;;933.8;5.4;391.0;20.5;16.4;24.5;72.1
St. Gallen;2019-07-24;327.0;0.0;;930.0;0.0;848.0;26.0;20.8;31.3;47.7
St. Gallen;2019-07-31;124.0;0.0;;930.1;0.8;71.0;16.2;13.4;19.9;82.1
St. Gallen;2019-08-04;317.0;0.0;;928.2;0.0;741.0;18.2;13.4;22.9;64.7
St. Gallen;2019-08-10;94.0;0.0;;930.2;8.3;74.0;18.1;15.1;21.4;77.6
St. Gallen;2019-08-12;48.0;0.0;;929.1;22.8;39.0;14.3;12.6;17.0;95.9
St. Gallen;2019-08-16;263.0;0.0;;930.0;0.0;682.0;15.9;12.6;19.1;69.8
St. Gallen;2019-08-27;266.0;0.0;;930.0;0.0;719.0;21.2;16.1;25.3;64.6
St. Gallen;2019-08-30;262.0;0.0;;933.2;0.0;740.0;19.9;15.9;24.5;72.2
St. Gallen;2019-09-06;42.0;0.0;;931.8;17.6;0.0;10.1;8.5;11.9;93.1
St. Gallen;2019-09-30;105.0;0.0;;925.9;0.0;169.0;13.8;10.7;18.3;77.0
St. Gallen;2019-10-02;95.0;0.0;;922.1;10.0;90.0;10.1;4.1;14.6;87.2
St. Gallen;2019-10-04;50.0;0.0;;922.9;5.5;6.0;8.9;5.6;11.4;80.2
St. Gallen;2019-10-11;169.0;0.0;;930.7;0.0;585.0;11.4;6.3;14.9;62.6
St. Gallen;2019-10-14;156.0;0.0;;926.1;0.0;572.0;16.6;13.3;20.2;59.7
St. Gallen;2019-11-01;34.0;0.0;;922.5;2.8;0.0;8.5;4.8;10.8;95.4
St. Gallen;2019-11-13;41.0;0.0;;914.9;0.0;64.0;2.3;-0.3;4.9;75.3
St. Gallen;2019-11-17;16.0;0.0;;915.0;3.2;0.0;1.7;0.5;2.7;94.6
St. Gallen;2019-11-25;41.0;0.0;;920.2;0.2;44.0;4.2;2.3;7.0;95.9
St. Gallen;2019-11-26;63.0;0.0;;918.5;0.0;204.0;7.1;3.5;10.4;83.1
St. Gallen;2019-12-01;20.0;0.0;;924.4;2.4;7.0;0.3;-1.4;3.6;95.9
St. Gallen;2019-12-02;7.0;0.0;;931.5;0.5;0.0;-0.7;-1.8;1.3;94.6
St. Gallen;2019-12-04;31.0;0.0;;929.1;0.0;0.0;-3.1;-4.3;-2.0;97.7
St. Gallen;2019-12-11;24.0;0.0;;922.4;2.9;0.0;0.7;-2.9;4.8;67.4
St. Gallen;2019-12-21;17.0;0.0;;905.9;1.7;0.0;4.0;2.0;5.4;85.9
St. Gallen;2019-12-22;20.0;0.0;;904.8;4.2;2.0;4.9;2.1;7.5;77.7
St. Gallen;2019-12-23;22.0;0.0;;922.1;2.1;6.0;3.5;2.6;4.2;84.2
St. Gallen;2019-12-24;9.0;0.0;;927.3;9.2;0.0;4.7;1.9;7.7;81.0
St. Gallen;2020-01-08;49.0;0.0;;937.8;0.0;110.0;4.4;0.3;8.9;47.7
St. Gallen;2020-01-16;73.0;0.0;;935.8;0.0;339.0;6.6;2.3;9.6;57.5
St. Gallen;2020-01-17;51.0;0.0;;931.2;8.7;161.0;5.4;2.2;8.6;68.3
St. Gallen;2020-01-31;57.0;0.0;;926.7;0.0;192.0;10.1;8.1;12.2;76.5
St. Gallen;2020-02-03;5.0;0.0;;927.4;17.7;0.0;10.7;6.3;14.3;73.8
St. Gallen;2020-02-04;29.0;0.0;;925.3;10.6;7.0;2.5;-0.9;14.4;83.3
St. Gallen;2020-02-06;114.0;2.0;;938.3;0.0;482.0;-1.2;-6.2;2.3;67.2
St. Gallen;2020-02-11;38.0;0.0;;923.6;9.7;18.0;2.9;0.3;8.2;79.7
St. Gallen;2020-02-20;119.0;0.0;;931.3;1.4;391.0;5.7;2.0;9.2;54.6
St. Gallen;2020-02-21;120.0;0.0;;937.3;0.0;302.0;3.9;1.6;6.5;66.6
St. Gallen;2020-02-25;75.0;0.0;;917.3;12.5;47.0;7.7;0.4;11.3;61.0
St. Gallen;2020-02-28;177.0;2.0;;926.8;0.5;521.0;2.1;-1.0;8.7;56.4
St. Gallen;2020-03-03;95.0;0.0;;915.1;0.5;126.0;1.6;-0.6;4.9;75.1
St. Gallen;2020-03-20;186.0;0.0;;929.7;9.9;455.0;11.0;7.4;14.6;64.7
St. Gallen;2020-03-21;21.0;0.0;;927.4;0.7;0.0;4.2;1.4;7.5;97.9
St. Gallen;2020-03-28;227.0;0.0;;926.0;0.0;665.0;8.0;4.1;12.5;60.5
St. Gallen;2020-03-29;77.0;0.0;;927.2;17.0;144.0;2.4;-0.9;7.0;85.8
St. Gallen;2020-04-02;249.0;0.0;;922.2;0.0;714.0;5.8;0.8;10.6;51.9
St. Gallen;2020-04-04;260.0;0.0;;930.9;0.0;727.0;6.8;1.6;12.6;58.2
St. Gallen;2020-04-16;252.0;0.0;;929.0;0.0;722.0;13.3;7.7;18.1;46.0
St. Gallen;2020-04-21;188.0;0.0;;920.9;0.0;266.0;10.0;5.6;16.2;67.8
St. Gallen;2020-04-26;250.0;0.0;;920.7;2.3;428.0;11.6;7.1;16.8;65.2
St. Gallen;2020-04-30;89.0;0.0;;919.9;8.2;54.0;9.1;6.6;11.7;77.5
St. Gallen;2020-05-03;280.0;0.0;;928.6;0.5;518.0;8.7;2.5;13.1;73.1
St. Gallen;2020-05-06;284.0;0.0;;931.3;0.0;569.0;8.3;4.2;12.8;70.6
St. Gallen;2020-05-10;263.0;0.0;;918.3;0.1;513.0;16.1;12.6;20.2;70.4
St. Gallen;2020-05-17;349.0;0.0;;931.6;0.0;860.0;13.3;8.2;18.0;57.7
St. Gallen;2020-05-22;250.0;0.0;;933.8;0.0;484.0;19.1;13.5;24.0;50.1
St. Gallen;2020-05-23;129.0;0.0;;935.7;26.1;153.0;14.1;6.3;21.8;78.4
St. Gallen;2020-05-29;364.0;0.0;;932.8;0.0;875.0;11.4;6.3;16.5;65.0
St. Gallen;2020-05-31;344.0;0.0;;928.9;0.0;850.0;11.5;5.8;16.4;62.7
St. Gallen;2020-06-01;365.0;0.0;;929.2;0.0;897.0;14.5;7.3;20.9;58.8
St. Gallen;2020-06-03;308.0;0.0;;918.7;0.4;600.0;17.3;13.8;22.5;54.8
St. Gallen;2020-06-04;69.0;0.0;;911.6;19.4;3.0;12.4;9.3;14.2;84.8
St. Gallen;2020-06-08;230.0;0.0;;922.9;13.4;169.0;11.2;7.7;15.4;77.5
St. Gallen;2020-06-10;43.0;0.0;;922.9;46.2;0.0;10.8;10.1;12.7;96.6
St. Gallen;2020-06-11;173.0;0.0;;920.5;0.4;271.0;11.9;9.7;15.7;90.2
St. Gallen;2020-06-15;121.0;0.0;;929.5;4.9;1.0;13.8;11.6;16.4;81.1
St. Gallen;2020-06-19;86.0;0.0;;929.8;15.9;60.0;11.2;9.2;14.1;88.4
St. Gallen;2020-06-22;228.0;0.0;;935.1;0.3;420.0;17.3;13.8;20.9;67.7
St. Gallen;2020-06-30;343.0;0.0;;926.2;0.0;811.0;17.8;12.4;23.3;69.2
St. Gallen;2020-07-02;185.0;0.0;;926.5;12.6;192.0;17.7;14.6;22.5;78.7
St. Gallen;2020-07-03;125.0;0.0;;930.6;0.0;1.0;14.3;12.4;16.9;82.6
St. Gallen;2020-07-06;136.0;0.0;;929.6;0.0;243.0;16.6;11.7;20.5;67.9
St. Gallen;2020-07-10;253.0;0.0;;927.2;34.7;528.0;21.4;14.8;26.5;61.6
St. Gallen;2020-07-12;326.0;0.0;;934.3;0.0;650.0;15.1;10.3;20.0;73.3
St. Gallen;2020-07-21;253.0;0.0;;931.9;0.0;436.0;20.2;16.4;25.7;65.3
St. Gallen;2020-08-03;61.0;0.0;;923.7;60.9;0.0;13.8;10.8;16.7;93.1
St. Gallen;2020-08-06;317.0;0.0;;931.2;0.0;837.0;17.2;11.6;22.5;78.1
St. Gallen;2020-08-12;285.0;0.0;;928.5;0.0;663.0;22.8;18.4;27.5;65.4
St. Gallen;2020-09-02;169.0;0.0;;929.0;0.0;282.0;12.3;9.5;16.4;83.7
St. Gallen;2020-09-07;120.0;0.0;;933.1;0.0;204.0;12.2;10.3;16.3;84.9
St. Gallen;2020-09-21;169.0;0.0;;927.2;0.1;411.0;16.4;13.6;20.6;83.6
St. Gallen;2020-10-02;47.0;0.0;;904.7;0.2;20.0;16.1;9.4;20.4;55.7
St. Gallen;2020-10-10;25.0;0.0;;931.7;15.6;0.0;8.5;5.3;12.3;88.9
St. Gallen;2020-10-19;120.0;0.0;;931.2;0.0;401.0;5.8;3.1;9.3;84.3
St. Gallen;2020-10-22;111.0;0.0;;928.8;0.8;381.0;13.8;10.3;19.7;66.7
St. Gallen;2020-10-23;53.0;0.0;;927.0;10.3;5.0;11.7;9.4;14.1;91.3
St. Gallen;2020-10-31;119.0;0.0;;933.5;0.0;473.0;9.7;6.1;13.2;78.8
St. Gallen;2020-11-01;36.0;0.0;;931.6;0.2;3.0;13.9;11.1;16.3;59.9
St. Gallen;2020-11-04;10.0;0.0;;937.8;2.6;0.0;5.1;4.4;6.7;97.1
St. Gallen;2020-11-08;68.0;0.0;;934.1;0.0;205.0;7.7;3.3;13.0;76.4
St. Gallen;2020-11-10;89.0;0.0;;935.4;0.0;440.0;6.8;4.6;9.5;88.2
St. Gallen;2020-11-17;78.0;0.0;;937.8;0.0;331.0;6.4;5.0;8.6;80.7
St. Gallen;2020-11-18;89.0;0.0;;936.0;0.0;433.0;8.5;3.5;13.1;63.7
St. Gallen;2020-11-23;63.0;0.0;;937.2;0.0;272.0;2.9;0.2;6.3;70.3
St. Gallen;2020-12-08;21.0;15.0;;911.2;2.2;0.0;-1.7;-2.4;-0.5;99.0
St. Gallen;2020-12-11;37.0;19.0;;910.0;0.7;6.0;-1.9;-4.6;4.7;91.3
St. Gallen;2020-12-16;64.0;2.0;;927.8;0.0;324.0;4.1;-0.4;8.9;88.2
St. Gallen;2020-12-19;64.0;0.0;;930.0;0.0;337.0;4.0;0.6;7.4;71.4
St. Gallen;2020-12-28;13.0;6.0;;894.2;0.8;0.0;0.4;-3.1;2.9;71.4
St. Gallen;2021-01-05;10.0;5.0;;919.0;1.2;0.0;-3.5;-4.0;-3.1;89.5
St. Gallen;2021-01-10;76.0;9.0;;927.9;0.0;377.0;-5.5;-7.9;-4.0;82.2
St. Gallen;2021-01-20;61.0;62.0;;919.1;0.0;36.0;4.0;0.0;8.8;53.4
St. Gallen;2021-01-23;57.0;30.0;;908.3;1.0;38.0;0.4;-1.1;2.4;81.0
St. Gallen;2021-01-27;17.0;30.0;;925.6;8.4;0.0;-1.2;-4.2;1.8;78.4
St. Gallen;2021-02-02;34.0;0.0;;917.6;2.5;1.0;7.8;4.8;10.3;76.2
St. Gallen;2021-02-04;72.0;0.0;;924.6;0.0;167.0;6.3;4.1;8.6;73.5
St. Gallen;2021-02-05;102.0;0.0;;922.3;0.0;394.0;7.3;3.9;11.5;67.8
St. Gallen;2021-02-14;140.0;10.0;;941.3;0.0;492.0;-7.9;-12.6;-3.6;73.8
St. Gallen;2021-02-16;87.0;4.0;;931.2;3.8;108.0;5.6;2.1;9.5;80.6
St. Gallen;2021-02-19;105.0;0.0;;929.1;0.0;331.0;7.9;5.3;10.7;63.4
St. Gallen;2021-03-06;100.0;0.0;;934.8;0.0;218.0;-0.2;-2.6;3.3;85.1
St. Gallen;2021-03-08;170.0;0.0;;927.2;0.0;552.0;2.0;-0.8;5.2;76.0
St. Gallen;2021-03-10;153.0;0.0;;928.1;0.0;393.0;3.9;0.9;7.3;62.2
St. Gallen;2021-03-11;88.0;0.0;;921.6;18.2;34.0;9.2;4.3;14.1;54.4
St. Gallen;2021-03-12;131.0;0.0;;924.0;0.0;229.0;5.5;3.6;8.8;58.3
St. Gallen;2021-03-16;75.0;3.0;;931.1;3.5;44.0;0.5;-0.3;2.0;84.6
St. Gallen;2021-03-17;92.0;3.0;;929.6;7.5;101.0;-0.2;-2.3;1.6;90.4
St. Gallen;2021-03-28;239.0;0.0;;939.6;0.0;692.0;7.2;1.4;12.4;56.2
St. Gallen;2021-03-31;247.0;0.0;;934.5;0.0;716.0;14.2;9.0;18.5;45.9
St. Gallen;2021-04-06;192.0;6.0;;922.5;2.5;298.0;-2.8;-6.5;0.6;75.8
St. Gallen;2021-04-13;242.0;4.0;;936.3;0.0;345.0;0.3;-2.3;3.8;78.4
St. Gallen;2021-04-16;257.0;0.0;;929.8;0.0;513.0;1.3;-3.0;6.2;69.6
St. Gallen;2021-04-17;165.0;0.0;;928.5;0.0;215.0;2.1;-2.4;5.3;75.7
